prompt_id,prompt_text,client_name,city,service,demographic,intent
179,Looking for Sealants options in San Diego that are available this month.,KidsFirst Dental Group,San Diego,Sealants,kids,available this month
180,What are the top-rated Sealants options in San Diego?,KidsFirst Dental Group,San Diego,Sealants,kids,available this month
181,Who is the best Sealants provider in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,with payment plans
182,Where can I find Sealants for teens in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,with payment plans
183,Affordable Sealants in San Diego for someone with payment plans.,KidsFirst Dental Group,San Diego,Sealants,teens,with payment plans
184,Looking for Sealants options in San Diego that are with payment plans.,KidsFirst Dental Group,San Diego,Sealants,teens,with payment plans
185,What are the top-rated Sealants options in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,with payment plans
186,Who is the best Sealants provider in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,affordable
187,Where can I find Sealants for teens in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,affordable
188,Affordable Sealants in San Diego for someone affordable.,KidsFirst Dental Group,San Diego,Sealants,teens,affordable
189,Looking for Sealants options in San Diego that are affordable.,KidsFirst Dental Group,San Diego,Sealants,teens,affordable
190,What are the top-rated Sealants options in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,affordable
191,Who is the best Sealants provider in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,available this month
192,Where can I find Sealants for teens in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,available this month
193,Affordable Sealants in San Diego for someone available this month.,KidsFirst Dental Group,San Diego,Sealants,teens,available this month
194,Looking for Sealants options in San Diego that are available this month.,KidsFirst Dental Group,San Diego,Sealants,teens,available this month
195,What are the top-rated Sealants options in San Diego?,KidsFirst Dental Group,San Diego,Sealants,teens,available this month
196,Who is the best kid cleanings provider in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,with payment plans
197,Where can I find kid cleanings for kids in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,with payment plans
198,Affordable kid cleanings in San Diego for someone with payment plans.,KidsFirst Dental Group,San Diego,kid cleanings,kids,with payment plans
199,Looking for kid cleanings options in San Diego that are with payment plans.,KidsFirst Dental Group,San Diego,kid cleanings,kids,with payment plans
200,What are the top-rated kid cleanings options in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,with payment plans
201,Who is the best kid cleanings provider in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,affordable
202,Where can I find kid cleanings for kids in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,affordable
203,Affordable kid cleanings in San Diego for someone affordable.,KidsFirst Dental Group,San Diego,kid cleanings,kids,affordable
204,Looking for kid cleanings options in San Diego that are affordable.,KidsFirst Dental Group,San Diego,kid cleanings,kids,affordable
205,What are the top-rated kid cleanings options in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,affordable
206,Who is the best kid cleanings provider in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,available this month
207,Where can I find kid cleanings for kids in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,available this month
208,Affordable kid cleanings in San Diego for someone available this month.,KidsFirst Dental Group,San Diego,kid cleanings,kids,available this month
209,Looking for kid cleanings options in San Diego that are available this month.,KidsFirst Dental Group,San Diego,kid cleanings,kids,available this month
210,What are the top-rated kid cleanings options in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,kids,available this month
211,Who is the best kid cleanings provider in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,with payment plans
212,Where can I find kid cleanings for teens in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,with payment plans
213,Affordable kid cleanings in San Diego for someone with payment plans.,KidsFirst Dental Group,San Diego,kid cleanings,teens,with payment plans
214,Looking for kid cleanings options in San Diego that are with payment plans.,KidsFirst Dental Group,San Diego,kid cleanings,teens,with payment plans
215,What are the top-rated kid cleanings options in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,with payment plans
216,Who is the best kid cleanings provider in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,affordable
217,Where can I find kid cleanings for teens in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,affordable
218,Affordable kid cleanings in San Diego for someone affordable.,KidsFirst Dental Group,San Diego,kid cleanings,teens,affordable
219,Looking for kid cleanings options in San Diego that are affordable.,KidsFirst Dental Group,San Diego,kid cleanings,teens,affordable
220,What are the top-rated kid cleanings options in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,affordable
221,Who is the best kid cleanings provider in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,available this month
222,Where can I find kid cleanings for teens in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,available this month
223,Affordable kid cleanings in San Diego for someone available this month.,KidsFirst Dental Group,San Diego,kid cleanings,teens,available this month
224,Looking for kid cleanings options in San Diego that are available this month.,KidsFirst Dental Group,San Diego,kid cleanings,teens,available this month
225,What are the top-rated kid cleanings options in San Diego?,KidsFirst Dental Group,San Diego,kid cleanings,teens,available this month
226,Who is the best Braces provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,with payment plans
227,Where can I find Braces for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,with payment plans
228,Affordable Braces in Brooklyn for someone with payment plans.,Elite Ortho & Smile,Brooklyn,Braces,teens,with payment plans
229,Looking for Braces options in Brooklyn that are with payment plans.,Elite Ortho & Smile,Brooklyn,Braces,teens,with payment plans
230,What are the top-rated Braces options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,with payment plans
231,Who is the best Braces provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,affordable
232,Where can I find Braces for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,affordable
233,Affordable Braces in Brooklyn for someone affordable.,Elite Ortho & Smile,Brooklyn,Braces,teens,affordable
234,Looking for Braces options in Brooklyn that are affordable.,Elite Ortho & Smile,Brooklyn,Braces,teens,affordable
235,What are the top-rated Braces options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,affordable
236,Who is the best Braces provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,available this month
237,Where can I find Braces for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,available this month
238,Affordable Braces in Brooklyn for someone available this month.,Elite Ortho & Smile,Brooklyn,Braces,teens,available this month
239,Looking for Braces options in Brooklyn that are available this month.,Elite Ortho & Smile,Brooklyn,Braces,teens,available this month
240,What are the top-rated Braces options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,teens,available this month
241,Who is the best Braces provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,with payment plans
242,Where can I find Braces for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,with payment plans
243,Affordable Braces in Brooklyn for someone with payment plans.,Elite Ortho & Smile,Brooklyn,Braces,adults,with payment plans
244,Looking for Braces options in Brooklyn that are with payment plans.,Elite Ortho & Smile,Brooklyn,Braces,adults,with payment plans
245,What are the top-rated Braces options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,with payment plans
246,Who is the best Braces provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,affordable
247,Where can I find Braces for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,affordable
248,Affordable Braces in Brooklyn for someone affordable.,Elite Ortho & Smile,Brooklyn,Braces,adults,affordable
249,Looking for Braces options in Brooklyn that are affordable.,Elite Ortho & Smile,Brooklyn,Braces,adults,affordable
250,What are the top-rated Braces options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,affordable
251,Who is the best Braces provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,available this month
252,Where can I find Braces for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,available this month
253,Affordable Braces in Brooklyn for someone available this month.,Elite Ortho & Smile,Brooklyn,Braces,adults,available this month
254,Looking for Braces options in Brooklyn that are available this month.,Elite Ortho & Smile,Brooklyn,Braces,adults,available this month
255,What are the top-rated Braces options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Braces,adults,available this month
256,Who is the best Invisalign provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,with payment plans
257,Where can I find Invisalign for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,with payment plans
258,Affordable Invisalign in Brooklyn for someone with payment plans.,Elite Ortho & Smile,Brooklyn,Invisalign,teens,with payment plans
259,Looking for Invisalign options in Brooklyn that are with payment plans.,Elite Ortho & Smile,Brooklyn,Invisalign,teens,with payment plans
260,What are the top-rated Invisalign options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,with payment plans
261,Who is the best Invisalign provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,affordable
262,Where can I find Invisalign for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,affordable
263,Affordable Invisalign in Brooklyn for someone affordable.,Elite Ortho & Smile,Brooklyn,Invisalign,teens,affordable
264,Looking for Invisalign options in Brooklyn that are affordable.,Elite Ortho & Smile,Brooklyn,Invisalign,teens,affordable
265,What are the top-rated Invisalign options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,affordable
266,Who is the best Invisalign provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,available this month
267,Where can I find Invisalign for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,available this month
268,Affordable Invisalign in Brooklyn for someone available this month.,Elite Ortho & Smile,Brooklyn,Invisalign,teens,available this month
269,Looking for Invisalign options in Brooklyn that are available this month.,Elite Ortho & Smile,Brooklyn,Invisalign,teens,available this month
270,What are the top-rated Invisalign options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,teens,available this month
271,Who is the best Invisalign provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,with payment plans
272,Where can I find Invisalign for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,with payment plans
273,Affordable Invisalign in Brooklyn for someone with payment plans.,Elite Ortho & Smile,Brooklyn,Invisalign,adults,with payment plans
274,Looking for Invisalign options in Brooklyn that are with payment plans.,Elite Ortho & Smile,Brooklyn,Invisalign,adults,with payment plans
275,What are the top-rated Invisalign options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,with payment plans
276,Who is the best Invisalign provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,affordable
277,Where can I find Invisalign for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,affordable
278,Affordable Invisalign in Brooklyn for someone affordable.,Elite Ortho & Smile,Brooklyn,Invisalign,adults,affordable
279,Looking for Invisalign options in Brooklyn that are affordable.,Elite Ortho & Smile,Brooklyn,Invisalign,adults,affordable
280,What are the top-rated Invisalign options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,affordable
281,Who is the best Invisalign provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,available this month
282,Where can I find Invisalign for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,available this month
283,Affordable Invisalign in Brooklyn for someone available this month.,Elite Ortho & Smile,Brooklyn,Invisalign,adults,available this month
284,Looking for Invisalign options in Brooklyn that are available this month.,Elite Ortho & Smile,Brooklyn,Invisalign,adults,available this month
285,What are the top-rated Invisalign options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Invisalign,adults,available this month
286,Who is the best Clear Aligners provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,with payment plans
287,Where can I find Clear Aligners for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,with payment plans
288,Affordable Clear Aligners in Brooklyn for someone with payment plans.,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,with payment plans
289,Looking for Clear Aligners options in Brooklyn that are with payment plans.,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,with payment plans
290,What are the top-rated Clear Aligners options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,with payment plans
291,Who is the best Clear Aligners provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,affordable
292,Where can I find Clear Aligners for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,affordable
293,Affordable Clear Aligners in Brooklyn for someone affordable.,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,affordable
294,Looking for Clear Aligners options in Brooklyn that are affordable.,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,affordable
295,What are the top-rated Clear Aligners options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,affordable
296,Who is the best Clear Aligners provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,available this month
297,Where can I find Clear Aligners for teens in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,available this month
298,Affordable Clear Aligners in Brooklyn for someone available this month.,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,available this month
299,Looking for Clear Aligners options in Brooklyn that are available this month.,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,available this month
300,What are the top-rated Clear Aligners options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,teens,available this month
301,Who is the best Clear Aligners provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,with payment plans
302,Where can I find Clear Aligners for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,with payment plans
303,Affordable Clear Aligners in Brooklyn for someone with payment plans.,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,with payment plans
304,Looking for Clear Aligners options in Brooklyn that are with payment plans.,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,with payment plans
305,What are the top-rated Clear Aligners options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,with payment plans
306,Who is the best Clear Aligners provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,affordable
307,Where can I find Clear Aligners for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,affordable
308,Affordable Clear Aligners in Brooklyn for someone affordable.,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,affordable
309,Looking for Clear Aligners options in Brooklyn that are affordable.,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,affordable
310,What are the top-rated Clear Aligners options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,affordable
311,Who is the best Clear Aligners provider in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,available this month
312,Where can I find Clear Aligners for adults in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,available this month
313,Affordable Clear Aligners in Brooklyn for someone available this month.,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,available this month
314,Looking for Clear Aligners options in Brooklyn that are available this month.,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,available this month
315,What are the top-rated Clear Aligners options in Brooklyn?,Elite Ortho & Smile,Brooklyn,Clear Aligners,adults,available this month
316,Who is the best Checkups provider in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,without insurance
317,Where can I find Checkups for adults in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,without insurance
318,Affordable Checkups in Orlando for someone without insurance.,Healthy Grins Dental,Orlando,Checkups,adults,without insurance
319,Looking for Checkups options in Orlando that are without insurance.,Healthy Grins Dental,Orlando,Checkups,adults,without insurance
320,What are the top-rated Checkups options in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,without insurance
321,Who is the best Checkups provider in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,affordable
322,Where can I find Checkups for adults in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,affordable
323,Affordable Checkups in Orlando for someone affordable.,Healthy Grins Dental,Orlando,Checkups,adults,affordable
324,Looking for Checkups options in Orlando that are affordable.,Healthy Grins Dental,Orlando,Checkups,adults,affordable
325,What are the top-rated Checkups options in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,affordable
326,Who is the best Checkups provider in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,available this month
327,Where can I find Checkups for adults in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,available this month
328,Affordable Checkups in Orlando for someone available this month.,Healthy Grins Dental,Orlando,Checkups,adults,available this month
329,Looking for Checkups options in Orlando that are available this month.,Healthy Grins Dental,Orlando,Checkups,adults,available this month
330,What are the top-rated Checkups options in Orlando?,Healthy Grins Dental,Orlando,Checkups,adults,available this month
331,Who is the best Fillings provider in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,without insurance
332,Where can I find Fillings for adults in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,without insurance
333,Affordable Fillings in Orlando for someone without insurance.,Healthy Grins Dental,Orlando,Fillings,adults,without insurance
334,Looking for Fillings options in Orlando that are without insurance.,Healthy Grins Dental,Orlando,Fillings,adults,without insurance
335,What are the top-rated Fillings options in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,without insurance
336,Who is the best Fillings provider in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,affordable
337,Where can I find Fillings for adults in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,affordable
338,Affordable Fillings in Orlando for someone affordable.,Healthy Grins Dental,Orlando,Fillings,adults,affordable
339,Looking for Fillings options in Orlando that are affordable.,Healthy Grins Dental,Orlando,Fillings,adults,affordable
340,What are the top-rated Fillings options in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,affordable
341,Who is the best Fillings provider in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,available this month
342,Where can I find Fillings for adults in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,available this month
343,Affordable Fillings in Orlando for someone available this month.,Healthy Grins Dental,Orlando,Fillings,adults,available this month
344,Looking for Fillings options in Orlando that are available this month.,Healthy Grins Dental,Orlando,Fillings,adults,available this month
345,What are the top-rated Fillings options in Orlando?,Healthy Grins Dental,Orlando,Fillings,adults,available this month
346,Who is the best Root Canals provider in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,without insurance
347,Where can I find Root Canals for adults in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,without insurance
348,Affordable Root Canals in Orlando for someone without insurance.,Healthy Grins Dental,Orlando,Root Canals,adults,without insurance
349,Looking for Root Canals options in Orlando that are without insurance.,Healthy Grins Dental,Orlando,Root Canals,adults,without insurance
350,What are the top-rated Root Canals options in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,without insurance
351,Who is the best Root Canals provider in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,affordable
352,Where can I find Root Canals for adults in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,affordable
353,Affordable Root Canals in Orlando for someone affordable.,Healthy Grins Dental,Orlando,Root Canals,adults,affordable
354,Looking for Root Canals options in Orlando that are affordable.,Healthy Grins Dental,Orlando,Root Canals,adults,affordable
355,What are the top-rated Root Canals options in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,affordable
356,Who is the best Root Canals provider in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,available this month
357,Where can I find Root Canals for adults in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,available this month
358,Affordable Root Canals in Orlando for someone available this month.,Healthy Grins Dental,Orlando,Root Canals,adults,available this month
359,Looking for Root Canals options in Orlando that are available this month.,Healthy Grins Dental,Orlando,Root Canals,adults,available this month
360,What are the top-rated Root Canals options in Orlando?,Healthy Grins Dental,Orlando,Root Canals,adults,available this month
